provenance,postcode,price,street_name,bedroom_number,crimerank
belvoir_57,M1 2BS,750,Piccadilly,2,708
rightmove_57,M1 2BS,nan,Piccadilly,nan,708
belvoir_58,M1 2BU,895,Piccadilly,3,708
rightmove_58,M1 2BU,595,Piccadilly,1,708
belvoir_59,M16 8AU,795,"Railton Avenue,						Whalley Range,",3,4203
belvoir_63,M1 2ED,1150,Brewer Street,4,1245
rightmove_63,M1 2ED,900,Brewer Street,2,1245
jpknight_63,M1 2ED,379950,Brewer Street,34,1245
belvoir_64,M1 2EF,1200,Hilton Street,2,708
rightmove_64,M1 2EF,695,Hilton Street,3,708
belvoir_65,M1 2EG,1100,Port Street,3,1245
rightmove_65,M1 2EG,575,Port Street,1,1245
jpknight_65,M1 2EG,410000,Port Street,36,1245
belvoir_66,M15 6FD,925,"114 Boundry Lane,",3,6906
belvoir_67,M14 5RH,2700,Hilton Street,2,2823
belvoir_68,M1 2EJ,3500,Tariff Street,3,2892
rightmove_67,M1 2EJ,505,Hilton Street,1,2892
rightmove_68,M1 2EJ,550,Tariff Street,2,2892
belvoir_71,M1 2ER,1200,Brewer Street,2,2892
rightmove_71,M1 2ER,450,Brewer Street,2,2892
belvoir_72,M1 2FF,1100,Tariff Street,2,708
rightmove_72,M1 2FF,410,Tariff Street,1,708
belvoir_73,M1 2FJ,1200,Tariff Street,2,1245
rightmove_73,M1 2FJ,825,Tariff Street,2,1245
jpknight_73,M1 2FJ,319950,Tariff Street,2,1245
belvoir_74,M1 5QE,950,Dale Street,2,209
belvoir_75,M1 2HG,725,Dale Street,3,2892
rightmove_75,M1 2HG,1500,Dale Street,4,2892
jpknight_75,M1 2HG,310000,Dale Street,10,2892
belvoir_76,M8 4FL,950,Dale Street,2,6320
belvoir_77,M4 4AJ,585,Dale Street,1,17255
belvoir_78,M20 4NE,600,Dale Street,2,1798
belvoir_79,M1 2HX,0,Piccadilly,3,2892
rightmove_79,M1 2HX,1400,Piccadilly,4,2892
jpknight_79,M1 2HX,319950,Piccadilly,40,2892
belvoir_80,M1 2HY,600,Piccadilly,2,2892
belvoir_81,M1 2HY,950,"Piccadilly, Ducie Street",2,2892
rightmove_80,M1 2HY,350,Piccadilly,1,2892
rightmove_81,M1 2HY,550,"Piccadilly, Ducie Street",4,2892
belvoir_82,M1 2JG,600,Ducie Street,2,1245
rightmove_82,M1 2JG,575,Ducie Street,1,1245
belvoir_83,M1 2JN,775,Ducie Street,1,1245
rightmove_83,M1 2JN,450,Ducie Street,1,1245
belvoir_84,M1 2JP,675,Laystall Street,2,1245
rightmove_84,M1 2JP,900,Laystall Street,3,1245
belvoir_85,M1 2JQ,1395,Ducie Street,3,1245
rightmove_85,M1 2JQ,700,Ducie Street,2,1245
belvoir_87,M1 2NA,795,Sparkle Street,2,7263
rightmove_87,M1 2NA,575,Sparkle Street,2,7263
jpknight_87,M1 2NA,319950,Sparkle Street,48,7263
belvoir_88,M15 6GH,750,"St Philips Court,						Loxford Street, Hulme,",2,6906
belvoir_89,M15 5JP,600,Chapeltown Street,2,3277
belvoir_142,M15 5JP,550,Sackville Street,3,3277
belvoir_150,M15 5JP,5,Richmond Street,4,3277
zoopla_8,M15 5JP,210000,Lever Street,2,3277
rightmove_90,M1 2NP,850,Great Ancoats Street,4,7263
belvoir_92,M1 2NT,795,"Helmet Street, Fairfield Street",2,7263
rightmove_92,M1 2NT,995,"Helmet Street, Fairfield Street",2,7263
rightmove_93,M1 2NT,780,Helmet Street,3,7263
belvoir_93,M15 5JR,850,Helmet Street,2,3277
belvoir_95,M1 2PE,850,Dale Street,2,708
rightmove_94,M1 2PE,780,"Piccadilly, Dale Street",3,708
rightmove_95,M1 2PE,750,Dale Street,3,708
rightmove_96,M1 2PE,395,Piccadilly,nan,708
jpknight_94,M1 2PE,279950,"Piccadilly, Dale Street",3,708
jpknight_96,M1 2PE,295000,Piccadilly,3,708
belvoir_97,M1 2PY,1100,Baring Street,2,2892
rightmove_97,M1 2PY,3200,Baring Street,nan,2892
jpknight_97,M1 2PY,285000,Baring Street,3,2892
belvoir_98,M15 4TA,650,Fairfield Street,2,12168
belvoir_100,M15 5QH,950,Ducie Street,1,4022
belvoir_101,M4 4AD,795,"Masson Place,						Hornbean Avenue ,",2,9684
belvoir_125,M4 4AD,775,Chorlton Street,2,9684
belvoir_102,M15 5JS,725,Store Street,3,3277
belvoir_103,M1 2WH,550,Chapeltown Street,2,7263
rightmove_103,M1 2WH,695,Chapeltown Street,3,7263
jpknight_103,M1 2WH,285000,Chapeltown Street,54,7263
belvoir_104,M1 2WL,1150,"Longacre Street, Churchgate Buildings",2,7263
rightmove_104,M1 2WL,895,"Longacre Street, Churchgate Buildings",2,7263
jpknight_104,M1 2WL,275000,"Longacre Street, Churchgate Buildings",55,7263
belvoir_105,M15 4QY,1275,Longacre Street,2,796
belvoir_106,M15 4QX,575,Fairfield Street,2,12168
belvoir_109,M15 4QX,795,Portugal Street East,2,12168
belvoir_116,M15 4QX,795,Piccadilly,1,12168
belvoir_107,M9 7GH,1,Heyrod Street,3,16455
belvoir_108,M4 5BW,1550,Portugal Street East,3,7263
belvoir_110,M11 1BE,2,Whitworth Street,2,3219
belvoir_111,M1 3BE,675,Portland Street,3,708
rightmove_111,M1 3BE,nan,Portland Street,nan,708
belvoir_112,M9 8NT,675,"Oakshaw Close,						Blackley,",2,3074
belvoir_114,M1 3BN,795,London Road,2,2892
belvoir_115,M1 3BN,860,Piccadilly,2,2892
rightmove_114,M1 3BN,800,London Road,1,2892
rightmove_115,M1 3BN,935,Piccadilly,2,2892
belvoir_117,M15 4QW,550,Aytoun Street,3,796
belvoir_118,M1 3DB,775,Aytoun Street,2,708
rightmove_118,M1 3DB,nan,Aytoun Street,nan,708
jpknight_118,M1 3DB,267500,Aytoun Street,2,708
belvoir_119,M1 3DZ,300,Minshull Street,1,708
belvoir_120,M1 3ED,950,Minshull Street,2,708
belvoir_122,M8 5DZ,860,Chorlton Street,1,332
belvoir_123,M15 4QH,600,Chorlton Street,1,796
belvoir_124,M4 4BG,775,"Strong,						Simpson Street,",2,753
belvoir_126,M1 3GE,725,Granby Row,2,2892
jpknight_126,M1 3GE,267500,Granby Row,67,2892
belvoir_128,M4 6BU,550,"Lampwick Lane,",2,3998
belvoir_129,M9 8QE,675,Canal Street,3,4731
belvoir_138,M9 8QE,500,Portland Street,2,4731
belvoir_151,M9 8QE,550,Canal Street,3,4731
belvoir_131,M1 3HP,500,Portland Street,2,708
jpknight_131,M1 3HP,184950,Portland Street,1,708
belvoir_132,M1 3HR,775,Bloom Street,2,708
belvoir_133,M1 3HW,550,Chorlton Street,3,209
jpknight_133,M1 3HW,247500,McMullan Close,2,209
belvoir_134,M40 5LH,500,"Alloway Walk,",2,704
belvoir_135,M1 3HZ,585,Bloom Street,1,708
jpknight_135,M1 3HZ,237000,Bloom Street,1,708
belvoir_136,M21 0SF,3,Bloom Street,2,6927
belvoir_137,M1 3LD,600,Portland Street,2,708
jpknight_137,M1 3LD,235000,St. Johns Road,1,708
belvoir_139,M1 3LY,500,Bloom Street,2,708
belvoir_140,M1 3LZ,4,Sackville Street,1,708
jpknight_140,M1 3LZ,221500,Sackville Street,71,708
belvoir_141,M8 4JW,795,"Sharnbrook Walk,						Crumpsall,",2,10623
belvoir_143,M40 3AN,675,"Colclough Close,						Newton Heath,",3,812
belvoir_145,M1 3NR,500,Whitworth Street,2,708
belvoir_146,M1 3NT,675,Whitworth Street,3,708
belvoir_148,M1 3PW,850,Brazil Street,2,708
jpknight_148,M1 3PW,195000,Chiltern Court,79,708
belvoir_149,M1 3WA,795,Sackville Street,2,708
jpknight_149,M1 3WA,175000,Sackville Street,1,708
belvoir_152,M1 3WF,500,Sackville Street,2,708
belvoir_153,M1 3WS,550,Whitworth Street,3,708
belvoir_154,M1 4AB,500,George Street,2,708
belvoir_155,M1 4AD,550,York Street,3,708
belvoir_157,M1 4BX,6," More Landlords Required!!!!,",2,708
belvoir_158,M1 4DY,600,"Sourh Lodge,						Crumpsall,",2,708
belvoir_159,M1 4DY,550,Pine Street,3,708
belvoir_160,M1 4DZ,7,"Middleton Court,						Crumpsall,",4,708
belvoir_161,M1 4EE,895,Faulkner Street,3,708
belvoir_165,M1 4EU,500,Charlotte Street,2,708
belvoir_166,M1 4EX,nan,Charlotte Street,184,708
belvoir_167,M1 4FD,450," More Landlords Required!!!!,",1,708
belvoir_168,M1 4FF,550,Faulkner Street,3,708
belvoir_169,M1 4FH,85000,Faulkner Street,2,708
agent_3,M21 8DY,950000,Faraday Street,2,4966
rightmove_29,M14 6UD,575,"Clifton Avenue, Fallowfield, Manchester, M14 ",1,1798
rightmove_51,M1 2AQ,nan,Piccadilly,nan,708
rightmove_55,M1 2BL,775,Hilton Street,2,2892
jpknight_55,M1 2BL,395000,Hilton Street,4,2892
rightmove_56,M1 2BQ,925,Chapeltown Street,2,7263
jpknight_56,M1 2BQ,365000,Chapeltown Street,4,7263
rightmove_59,M1 2DA,1150,Piccadilly,3,708
rightmove_60,M1 2DE,625,Ducie Street,1,1245
rightmove_61,M1 2DQ,600,Ducie Street,1,2892
jpknight_61,M1 2DQ,324950,Ducie Street,32,2892
rightmove_62,M1 2EA,495,Newton Street,2,708
jpknight_62,M1 2EA,362500,Newton Street,33,708
rightmove_66,M1 2EH,850,Hilton Street,2,2892
rightmove_69,M1 2EP,1000,Tariff Street,3,708
rightmove_70,M1 2EQ,1700,Port Street,4,708
rightmove_74,M1 2HF,1200,Dale Street,2,708
rightmove_76,M1 2HH,1650,Dale Street,1,2892
rightmove_77,M1 2HN,800,Dale Street,2,708
jpknight_77,M1 2HN,319950,Dale Street,1930,708
rightmove_78,M1 2HS,595,Dale Street,1,2892
jpknight_78,M1 2HS,350000,Dale Street,5,2892
rightmove_86,M1 2JW,440,Ducie Street,nan,1245
rightmove_88,M1 2ND,795,Sheffield Street,3,7263
jpknight_88,M1 2ND,289950,Sheffield Street,49,7263
rightmove_91,M1 2NQ,800,Adair Street,1,7263
rightmove_98,M1 2QF,1250,Fairfield Street,7,7263
jpknight_98,M1 2QF,294500,Fairfield Street,3,7263
rightmove_99,M1 2TP,725,Ducie Street,2,2892
rightmove_100,M1 2TQ,999950,Ducie Street,5,2892
rightmove_101,M1 2WB,900000,Store Street,5,7263
rightmove_102,M1 2WD,nan,Store Street,nan,7263
rightmove_105,M1 2WN,650,Longacre Street,nan,7263
rightmove_106,M1 2WR,900,Fairfield Street,2,7263
rightmove_107,M20 6RX,995,"Ventnor Road, Didsbury, Manchester, M20 6RX",2,13551
rightmove_108,M1 2WW,895000,Portugal Street East,4,7263
jpknight_107,M1 2WW,289950,Heyrod Street,58,7263
jpknight_109,M1 2WX,265000,Portugal Street East,2,7263
rightmove_110,M1 3AB,1200,Whitworth Street,3,708
jpknight_110,M1 3AB,249950,Whitworth Street,2,708
rightmove_112,M1 3BG,575,Piccadilly,1,2892
rightmove_113,M1 3BL,575,Aytoun Street,1,708
rightmove_116,M1 3BR,495,Piccadilly,2,2892
jpknight_116,M1 3BR,254950,St. Johns Road,2,2892
rightmove_117,M1 3DA,775,Aytoun Street,1,708
